Month,SensorName,Snow Water Equivalent (in),Precipitation Accumulation (in)
9,Fish Lake,0.0484114977307,61.6311649017
9,Green Lake,0.00030303030303,34.7972727273
9,Grouse Camp,0.0157777777778,32.3558888889
9,Hart's Pass,1.61970588235,50.7938321537
9,Huckleberry,0.0,41.7818518519
9,June Lake,12.3556324111,148.987549407
9,Lone Pine,1.5652173913,89.6608340888
9,Lost Horse,0.28125,33.1314453125
9,Lyman Lake,2.21242424242,75.3341414141
9,Meadows Pass,0.0,94.2318181818
9,Morse Lake,1.08549019608,80.0025252525
9,Moses Mountain,0.0,27.5008333333
9,Mount Crag,0.000641025641026,74.3514102564
9,Mount Gardner,0.0,101.642727273
9,Mowich,0.0,55.4696078431
9,Olallie Meadows,3.83441176471,117.686764706
9,Paradise ,3.19754901961,110.874411765
9,Park Creek Ridge,0.00108108108108,65.4045945946
9,Pigtail Peak,0.00441176470588,80.1146078431
9,Pope Ridge,0.000392156862745,33.9043434343
9,Potato Hill,2.97511111111,46.911
9,Quartz Peak,2.97511111111,46.911
9,Rex River,0.000666666666667,106.696
9,Salmon Meadows,0.0,21.9048484848
9,Sasse Ridge,1.72135416667,56.1957291667
9,Sheep Canyon,9.01733333333,120.553904762
9,Skookum Creek,0.350819672131,140.608360656
9,Spencer Meadow,4.94899328859,92.3987179487
9,Spirit Lake,0.0,87.7187569367
9,Stampede Pass,0.0,85.5463636364
9,Surprise Lakes,0.866036036036,93.5196396396
9,Swamp Creek,0.0,39.3675
9,Thunder Basin,0.0998773006135,68.9544226044
9,Tinkham Creek,0.0,104.857424242
9,Touchet,0.00196078431373,55.2024509804
9,Trough,0.00018018018018,26.2896396396
9,Upper Wheeler,0.02,27.2911764706
9,Waterhole,0.000625,67.9675
9,Wells Creek,0.257301587302,80.7200317965
9,White Pass ES,0.986666666667,41.8131428571
